#Gene	Gene Description	DIU Result	Q-Value	Major Isoform Switching	Switching Times	1 T1 MeanExpLevel	1 T2 MeanExpLevel	1 T3 MeanExpLevel
AP4M1	AP4M1	DIU	0.02058	NO		78.43	70.5	43.22
AP4S1	AP4S1	DIU	0.018002	YES	3	70.87	63.01	26.92
AP5M1	AP5M1	Not DIU	0.52051	YES	1	333.76	327.1	316.96
AP5S1	AP5S1	Not DIU	0.60819	NO		118.12	79.29	63.63
AP5Z1	AP5Z1	DIU	0.003988	YES	3	130.39	97.32	83.16
APBA1	APBA1	Not DIU	0.18751	NO		110.0	113.33	99.17
APBA3	APBA3	Not DIU	0.83764	NO		107.15	106.73	141.69
APBB1IP	APBB1IP	Not DIU	0.98531	NO		119.51	113.02	127.25
APBB2	APBB2	DIU	7.6067E-4	NO		1171.5	1145.35	1058.61
APBB3	APBB3	Not DIU	0.80399	NO		146.85	163.28	167.75
APEH	APEH	DIU	0.019673	YES	3	451.91	360.87	293.81
APH1A	APH1A	Not DIU	0.9686	NO		308.56	306.61	286.96
API5	API5	Not DIU	0.77963	NO		602.72	665.43	746.71
APIP	APIP	DIU	0.018814	NO		476.42	399.2	273.83
APLF	APLF	Not DIU	0.98212	NO		448.69	447.23	256.98
APLNR	APLNR	Not DIU	0.57983	YES	1	131.87	116.31	74.57
APLP2	APLP2	DIU	0.020906	NO		8321.27	8137.54	7371.62
APMAP	APMAP	DIU	1.5295E-4	NO		871.11	771.04	418.75
APOA1	APOA1	Not DIU	0.98608	NO		153.02	158.74	165.98
APOD	APOD	Not DIU	0.73911	NO		22.26	31.47	150.41
APOL6	APOL6	DIU	2.0737E-10	NO		6486.16	4400.89	2494.07
APOLD1	APOLD1	Not DIU	0.80534	NO		589.66	524.28	321.6
APOO	APOO	DIU	0.016708	YES	3	175.53	113.88	91.95
APOOL	APOOL	DIU	0.038217	YES	3	253.49	185.69	141.14
APOPT1	APOPT1	DIU	0.031738	NO		187.72	137.93	119.49
APP	APP	DIU	0.020678	NO		3218.9	3479.74	2817.89
APPBP2	APPBP2	Not DIU	0.65749	NO		1408.35	1274.03	930.04
APPL1	APPL1	Not DIU	0.77091	NO		1146.14	1372.92	1610.04
APPL2	APPL2	DIU	9.186E-5	YES	2	951.65	1318.01	1176.94
APTX	APTX	Not DIU	0.22045	YES	2	100.37	92.8	109.82
AQP3	AQP3	Not DIU	0.99544	NO		2020.5	3152.06	3480.91
AQP7	AQP7	DIU	0.0013938	YES	3	599.49	498.7	271.46
ARAF	ARAF	Not DIU	0.05173	NO		402.2	327.4	247.6
ARAP1	ARAP1	DIU	0.0050615	NO		651.8	642.41	581.59
ARAP2	ARAP2	Not DIU	0.44725	NO		89.91	132.03	53.45
ARAP3	ARAP3	Not DIU	0.071194	YES	2	147.7	183.98	220.95
AREL1	AREL1	Not DIU	0.82595	NO		508.51	446.9	542.71
ARF4	ARF4	Not DIU	0.9751	NO		1945.21	1742.59	1890.56
ARFGAP2	ARFGAP2	Not DIU	0.37936	YES	1,2	891.06	769.23	471.82
ARFIP1	ARFIP1	Not DIU	0.10643	NO		507.6	585.8	488.11
ARFRP1	ARFRP1	Not DIU	0.065413	NO		709.25	662.0	715.84
ARGLU1	ARGLU1	Not DIU	0.22151	NO		1325.99	1586.2	1462.34
ARHGAP10	ARHGAP10	Not DIU	0.11904	NO		1315.81	1453.45	1217.33
ARHGAP12	ARHGAP12	Not DIU	0.68566	YES	1,3	885.06	900.81	989.73
ARHGAP17	ARHGAP17	Not DIU	0.20857	YES	2,3	382.54	407.16	573.58
ARHGAP18	ARHGAP18	Not DIU	0.73676	NO		360.57	356.09	381.83
ARHGAP20	ARHGAP20	Not DIU	0.08606	NO		218.58	253.85	334.62
ARHGAP21	ARHGAP21	Not DIU	0.55362	NO		2227.54	2215.41	2600.71
ARHGAP22	ARHGAP22	Not DIU	0.75916	NO		374.26	319.7	225.25
ARHGAP24	ARHGAP24	DIU	0.048232	YES	3	213.51	185.8	121.04
ARHGAP25	ARHGAP25	Not DIU	0.80399	NO		178.2	221.0	254.36
ARHGAP26	ARHGAP26	Not DIU	0.34038	NO		398.88	431.27	424.04
ARHGAP27	ARHGAP27	Not DIU	0.6882	YES	1	38.94	48.51	78.18
ARHGAP29	ARHGAP29	Not DIU	0.82192	NO		2084.02	2323.56	2500.75
ARHGAP30	ARHGAP30	Not DIU	0.38744	YES	1,3	88.29	114.95	122.16
ARHGAP32	ARHGAP32	Not DIU	0.57793	NO		336.22	354.95	299.35
ARHGAP33	ARHGAP33	Not DIU	0.77357	YES	2	30.63	28.23	39.86
ARHGAP39	ARHGAP39	Not DIU	0.46845	YES	3	25.5	18.21	30.83
ARHGAP4	ARHGAP4	Not DIU	0.56936	NO		62.86	65.94	65.78
ARHGAP45	ARHGAP45	Not DIU	0.32946	NO		111.85	135.18	184.45
ARHGAP5	ARHGAP5	Not DIU	0.41544	NO		2629.23	2851.62	2559.9
ARHGAP6	ARHGAP6	Not DIU	0.93264	YES	1	159.21	166.09	147.88
ARHGDIA	ARHGDIA	Not DIU	0.054741	NO		1095.03	1034.22	898.59
ARHGEF1	ARHGEF1	Not DIU	0.3556	NO		358.39	319.82	371.72
ARHGEF10	ARHGEF10	Not DIU	0.49348	NO		540.21	535.7	749.88
ARHGEF10L	ARHGEF10L	Not DIU	0.21821	NO		407.05	419.89	491.63
ARHGEF11	ARHGEF11	Not DIU	0.70569	NO		300.44	298.95	461.14
ARHGEF12	ARHGEF12	Not DIU	0.37568	NO		2989.62	3083.27	3522.04
ARHGEF15	ARHGEF15	Not DIU	0.17943	YES	1	24.42	20.3	58.63
ARHGEF2	ARHGEF2	Not DIU	0.067692	NO		636.5	725.87	763.27
ARHGEF25	ARHGEF25	Not DIU	0.26593	YES	1,2	111.23	144.02	158.96
ARHGEF26	ARHGEF26	Not DIU	0.14881	NO		198.77	177.75	203.57
ARHGEF28	ARHGEF28	Not DIU	0.48695	NO		365.37	324.46	289.7
ARHGEF3	ARHGEF3	Not DIU	0.73766	NO		576.11	562.94	502.13
ARHGEF37	ARHGEF37	Not DIU	0.52776	NO		141.78	142.88	164.24
ARHGEF6	ARHGEF6	DIU	5.8603E-4	NO		755.1	901.69	815.2
ARHGEF7	ARHGEF7	Not DIU	0.082358	YES	1,3	1048.7	990.58	966.61
ARHGEF9	ARHGEF9	Not DIU	0.17678	NO		133.17	147.22	103.85
ARID1A	ARID1A	Not DIU	0.75048	NO		516.8	496.38	571.89
ARID1B	ARID1B	DIU	0.010987	NO		737.55	766.51	997.13
ARID2	ARID2	DIU	0.0025171	NO		708.77	644.51	628.74
ARID3B	ARID3B	Not DIU	0.71568	NO		42.98	45.94	51.79
ARID4A	ARID4A	Not DIU	0.41843	NO		505.32	661.6	765.9
ARID4B	ARID4B	Not DIU	0.81214	NO		595.35	656.22	688.07
ARID5A	ARID5A	Not DIU	0.69735	NO		228.2	263.71	194.6
ARID5B	ARID5B	Not DIU	0.93264	NO		870.98	1086.98	1214.1
ARIH1	ARIH1	Not DIU	0.9004	NO		1124.56	1174.27	1173.46
ARIH2	ARIH2	Not DIU	0.10376	NO		828.44	935.39	778.97
ARL10	ARL10	Not DIU	0.40166	NO		315.04	387.78	402.08
ARL13B	ARL13B	Not DIU	0.11358	NO		239.25	267.06	285.77
ARL15	ARL15	Not DIU	0.97295	NO		375.24	380.38	326.5
ARL16	ARL16	Not DIU	0.7765	NO		247.13	207.36	176.01
ARL2BP	ARL2BP	Not DIU	0.44561	NO		441.67	531.62	594.09
ARL4A	ARL4A	Not DIU	0.99971	NO		295.68	307.74	196.68
ARL5B	ARL5B	Not DIU	0.65133	NO		198.39	240.02	203.37
ARL6IP5	ARL6IP5	DIU	0.0011292	NO		1080.44	1136.02	849.77
ARL6IP6	ARL6IP6	Not DIU	0.28325	NO		92.55	91.11	96.5
ARL8A	ARL8A	Not DIU	0.81354	NO		144.84	193.64	239.1
ARL8B	ARL8B	Not DIU	0.91676	NO		616.16	600.68	534.76
ARMC2	ARMC2	Not DIU	0.54663	NO		74.8	79.86	66.55
ARMC7	ARMC7	Not DIU	0.15271	NO		135.11	133.91	150.12
ARMC8	ARMC8	Not DIU	0.76627	YES	3	420.71	374.14	335.89
ARMC9	ARMC9	Not DIU	0.21876	NO		107.78	95.91	124.85
ARMCX3	ARMCX3	Not DIU	0.29846	NO		487.69	498.58	517.03
ARMH3	ARMH3	DIU	0.034454	NO		261.38	243.58	219.74
ARMT1	ARMT1	DIU	8.9149E-5	YES	3	1442.31	1524.84	1036.83
ARNT	ARNT	Not DIU	0.1341	NO		1267.76	1246.89	1208.99
ARNTL	ARNTL	Not DIU	0.7757	NO		52.1	98.54	203.47
ARNTL2	ARNTL2	Not DIU	0.055516	YES	1,2,3	507.61	229.83	310.91
ARPC4	ARPC4	DIU	8.761E-18	NO		961.13	846.16	980.97
ARPC5L	ARPC5L	Not DIU	0.63781	NO		150.66	158.05	178.64
ARPP19	ARPP19	Not DIU	0.12022	YES	3	939.59	1066.77	726.93
ARRB2	ARRB2	Not DIU	0.95889	NO		133.38	124.71	125.59
ARRDC2	ARRDC2	Not DIU	0.38022	NO		324.16	498.98	583.89
ARRDC3	ARRDC3	Not DIU	0.79988	NO		1553.93	1764.74	1055.41
ARSA	ARSA	Not DIU	0.078719	YES	1	321.46	309.88	212.85
ARSB	ARSB	DIU	1.6356E-5	NO		751.5	777.96	729.11
ARSD	ARSD	Not DIU	0.71188	NO		604.52	623.9	518.99
ARSG	ARSG	DIU	0.024347	NO		58.39	60.99	33.64
ARSJ	ARSJ	Not DIU	0.6337	NO		362.84	517.29	574.25
ARVCF	ARVCF	Not DIU	0.88143	NO		186.83	181.16	164.53
AS3MT	AS3MT	DIU	1.5914E-5	NO		152.6	171.99	159.14
ASAH1	ASAH1	DIU	0.014074	NO		3710.47	4255.27	2249.32
ASAP1	ASAP1	Not DIU	0.18365	NO		522.1	630.81	853.03
ASAP2	ASAP2	Not DIU	0.61457	NO		478.64	528.71	520.18
ASAP3	ASAP3	Not DIU	0.16319	NO		996.85	1115.63	1131.62
ASB1	ASB1	Not DIU	0.60043	NO		170.32	196.84	204.53
ASB3	ASB3	Not DIU	0.199	YES	2	572.39	669.88	656.47
ASB6	ASB6	DIU	0.01499	NO		177.61	183.21	169.47
ASB8	ASB8	DIU	0.0067035	NO		339.64	341.2	348.14
ASB9	ASB9	Not DIU	0.20857	NO		215.56	238.05	277.56
ASCC2	ASCC2	Not DIU	0.6412	YES	3	670.73	489.74	498.12
ASCC3	ASCC3	Not DIU	0.13753	NO		757.33	877.37	662.03
ASDURF	ASDURF	Not DIU	0.089831	NO		110.93	77.95	73.23
ASF1A	ASF1A	Not DIU	0.44277	NO		157.19	154.95	154.89
ASH1L	ASH1L	DIU	0.010358	NO		2076.0	2566.39	2805.21
ASH2L	ASH2L	Not DIU	0.88656	NO		337.75	340.3	331.82
ASL	ASL	DIU	2.4248E-4	YES	3	147.01	122.18	116.32
ASNS	ASNS	Not DIU	0.53196	YES	1	393.69	310.94	346.35
ASPA	ASPA	Not DIU	0.50763	NO		506.79	453.04	244.41
ASPH	ASPH	Not DIU	0.37364	NO		5550.92	6172.97	3936.92
ASPRV1	ASPRV1	DIU	4.6887E-5	NO		302.44	277.07	359.12
ASPSCR1	ASPSCR1	DIU	3.9868E-4	NO		918.31	677.32	489.29
ASRGL1	ASRGL1	Not DIU	0.21272	NO		136.37	178.62	188.03
ASS1	ASS1	Not DIU	0.85427	NO		25.7	33.12	156.91
ASTE1	ASTE1	Not DIU	0.47967	NO		73.2	48.99	45.79
ASXL1	ASXL1	Not DIU	0.69064	NO		411.92	406.15	529.01
ATAT1	ATAT1	Not DIU	0.33078	YES	3	52.15	51.98	69.86
ATE1	ATE1	DIU	1.8104E-4	YES	1	439.52	453.15	584.27
ATF1	ATF1	DIU	5.3235E-4	YES	2,3	195.82	258.56	337.78
ATF2	ATF2	DIU	1.8048E-15	YES	2,3	1111.07	1142.38	1319.27
ATF6	ATF6	DIU	0.0015819	NO		996.15	911.71	559.01
ATF6B	ATF6B	DIU	2.1825E-5	NO		237.23	230.06	262.66
ATF7	ATF7	Not DIU	0.99016	YES	1	417.43	448.92	502.47
ATF7IP	ATF7IP	Not DIU	0.96365	YES	1,3	1032.46	1105.81	817.44
ATG10	ATG10	Not DIU	0.55101	NO		138.64	118.21	85.2
ATG101	ATG101	Not DIU	0.10446	YES	3	294.52	269.72	274.22
ATG12	ATG12	Not DIU	0.24886	YES	1	400.56	378.1	308.73
ATG13	ATG13	DIU	3.6769E-5	YES	1	726.1	692.23	679.57
ATG14	ATG14	Not DIU	0.081509	YES	1,2,3	415.54	396.3	422.52
ATG16L1_SAG	ATG16L1_SAG	Not DIU	0.059345	NO		364.47	359.64	334.55
ATG16L2	ATG16L2	Not DIU	0.16732	YES	1	105.92	99.59	70.15
ATG2A	ATG2A	Not DIU	0.43061	NO		330.36	403.69	656.71
ATG4A	ATG4A	Not DIU	0.48041	YES	2	192.97	160.62	139.42
ATG4B	ATG4B	DIU	9.2964E-4	YES	3	541.58	496.4	457.74
ATG4C	ATG4C	Not DIU	0.089458	YES	2,3	193.61	205.53	108.13
ATG4D	ATG4D	Not DIU	0.81354	NO		124.91	100.03	85.99
ATG5	ATG5	Not DIU	0.57636	YES	1	556.83	504.65	464.48
ATG7	ATG7	Not DIU	0.25759	YES	2	540.64	403.6	348.67
ATG9A	ATG9A	DIU	2.7832E-7	NO		482.29	413.58	463.61
ATL2	ATL2	Not DIU	0.056998	NO		1210.12	1281.45	905.59
ATL3	ATL3	Not DIU	0.45224	NO		4383.97	3995.25	2987.72
ATMIN	ATMIN	DIU	2.0255E-5	YES	3	1561.62	1480.73	1010.37
ATN1	ATN1	Not DIU	0.54132	NO		349.47	372.88	512.35
ATP10D	ATP10D	Not DIU	0.9017	NO		617.31	849.8	701.82
ATP11A	ATP11A	Not DIU	0.65834	NO		500.18	581.96	522.23
ATP11B	ATP11B	DIU	5.0659E-9	NO		1552.97	1705.08	1841.62
ATP11C	ATP11C	Not DIU	0.27711	NO		327.28	406.41	410.89
ATP13A2	ATP13A2	Not DIU	0.88732	YES	2	71.76	76.25	122.73
ATP1A1	ATP1A1	Not DIU	0.56561	NO		980.17	1182.4	1427.43
ATP1B3	ATP1B3	Not DIU	0.66189	NO		374.61	359.15	397.79
ATP23	ATP23	Not DIU	0.15876	NO		96.72	102.59	87.05
ATP2A1	ATP2A1	DIU	2.1297E-6	NO		9.35	28.5	31.85
ATP2A2	ATP2A2	Not DIU	0.15166	YES	1	1901.21	1787.63	1680.03
ATP2A3	ATP2A3	Not DIU	0.060886	YES	1	66.61	70.72	55.91
ATP2B1	ATP2B1	Not DIU	0.17464	NO		931.72	912.99	838.74
ATP2B2	ATP2B2	DIU	0.0050972	YES	3	51.3	30.29	9.34
ATP2B4	ATP2B4	Not DIU	0.59342	NO		3517.26	3160.89	2896.23
ATP2C1	ATP2C1	DIU	4.5887E-5	YES	1,3	899.42	948.58	955.19
ATP5F1C	ATP5F1C	Not DIU	0.93595	NO		1903.66	949.56	592.11
ATP5MC2	ATP5MC2	DIU	0.014184	NO		989.42	746.9	626.71
ATP5PF	ATP5PF	DIU	4.474E-7	YES	1	668.49	538.69	467.03
ATP6V0A1	ATP6V0A1	Not DIU	0.67403	NO		845.32	947.55	1304.86
ATP6V0D1	ATP6V0D1	Not DIU	0.44493	YES	3	793.34	604.7	368.02
ATP6V1A	ATP6V1A	Not DIU	0.99923	NO		687.09	487.03	457.45
ATP6V1B2	ATP6V1B2	Not DIU	0.14366	NO		848.64	721.31	680.59
ATP6V1C1	ATP6V1C1	DIU	0.0028564	NO		628.51	603.21	479.85
ATP6V1H	ATP6V1H	Not DIU	0.27818	NO		510.48	452.93	411.84
ATP7A	ATP7A	Not DIU	0.81366	YES	3	495.21	515.77	378.03
ATP7B	ATP7B	DIU	4.2587E-9	YES	1	84.4	93.02	111.48
ATP8A1	ATP8A1	Not DIU	0.065209	YES	2,3	245.66	178.93	159.13
ATP8B2	ATP8B2	DIU	0.0050731	NO		716.22	660.97	830.65
ATP8B4	ATP8B4	Not DIU	0.69565	NO		318.78	352.44	257.92
ATP9A	ATP9A	DIU	0.0039066	NO		1009.17	1291.36	1108.32
ATP9B	ATP9B	DIU	6.0923E-7	NO		882.81	949.74	993.43
ATPAF2	ATPAF2	Not DIU	0.12976	NO		163.53	120.08	85.44
ATR	ATR	DIU	3.3365E-4	YES	1,2	426.48	453.24	698.03
ATRIP	ATRIP	Not DIU	0.18202	NO		163.19	153.94	122.24
ATRN	ATRN	Not DIU	0.46175	NO		1034.49	969.15	1073.81
ATRNL1	ATRNL1	Not DIU	0.95387	NO		351.46	356.74	169.51
ATRX	ATRX	Not DIU	0.20633	NO		2304.6	2273.0	1719.54
ATXN1	ATXN1	Not DIU	0.49183	YES	3	529.82	580.75	675.99
ATXN10	ATXN10	Not DIU	0.57808	NO		759.38	681.41	762.42
ATXN1L	ATXN1L	Not DIU	0.34196	NO		790.12	807.72	961.12
ATXN2	ATXN2	DIU	0.015487	NO		496.69	606.85	688.4
ATXN2L	ATXN2L	Not DIU	0.17728	YES	1	205.87	215.16	253.49
ATXN3	ATXN3	DIU	4.0403E-16	YES	1	794.79	782.42	632.62
ATXN7	ATXN7	Not DIU	0.20449	NO		552.41	623.53	694.5
ATXN7L1	ATXN7L1	DIU	0.036024	NO		271.27	272.03	326.27
ATXN7L3	ATXN7L3	Not DIU	0.48911	NO		218.67	206.83	241.8
AUH	AUH	DIU	0.0034022	YES	3	450.55	435.03	268.34
AUP1	AUP1	DIU	0.026561	YES	1	495.85	442.88	486.74
AUP1_DQX1	AUP1_DQX1	DIU	0.0066283	NO		232.24	141.11	104.21
AURKAIP1	AURKAIP1	Not DIU	0.080028	YES	1	269.56	158.43	125.8
AXIN1	AXIN1	Not DIU	0.77793	NO		175.33	196.79	236.54
AXL	AXL	Not DIU	0.96387	YES	3	3285.1	3694.91	3460.51
AZI2	AZI2	Not DIU	0.85427	NO		430.39	363.58	337.19
AZIN1	AZIN1	Not DIU	0.14815	YES	3	1172.57	1194.02	992.84
AZIN2	AZIN2	Not DIU	0.98056	NO		98.31	101.89	87.55
B2M	B2M	Not DIU	0.9418	NO		3362.98	3171.39	2842.96
B3GALNT1	B3GALNT1	Not DIU	0.99937	NO		294.31	262.43	164.37
B3GALT1	B3GALT1	Not DIU	0.27466	YES	1	50.68	67.04	48.7
B3GLCT	B3GLCT	DIU	0.046773	NO		347.55	349.78	384.32
B3GNT2	B3GNT2	Not DIU	0.21401	YES	1	88.07	136.12	136.08
B3GNT9	B3GNT9	Not DIU	0.93633	YES	3	297.97	183.56	164.51
B3GNTL1	B3GNTL1	Not DIU	0.074268	YES	3	388.23	432.73	521.56
B4GALT1	B4GALT1	Not DIU	0.99063	NO		688.29	475.41	486.68
B4GALT2	B4GALT2	Not DIU	0.79062	NO		206.84	238.27	292.29
B4GALT3	B4GALT3	Not DIU	0.17533	NO		99.99	107.16	111.03
B4GALT4	B4GALT4	Not DIU	0.22164	NO		413.58	519.27	474.46
B4GALT7	B4GALT7	Not DIU	0.13084	YES	1	115.91	120.62	192.55
BABAM1	BABAM1	DIU	0.013846	YES	3	657.94	557.15	481.26
BABAM2	BABAM2	Not DIU	0.38546	NO		547.46	600.62	371.67
BACH1	BACH1	Not DIU	0.5069	NO		649.28	854.23	800.83
BAG3	BAG3	Not DIU	0.86345	YES	1	156.36	157.11	144.04
BAG4	BAG4	Not DIU	0.83988	NO		211.42	261.5	263.84
BAG5	BAG5	Not DIU	0.74209	NO		316.81	369.57	405.33
BAG6	BAG6	DIU	1.3806E-8	NO		653.08	594.98	602.03
BAHD1	BAHD1	Not DIU	0.48398	YES	2	99.21	102.62	136.12
BAIAP2	BAIAP2	Not DIU	0.091138	NO		111.62	110.14	203.12
BAIAP2L1	BAIAP2L1	DIU	0.024515	YES	3	71.69	78.4	23.37
BAK1	BAK1	Not DIU	0.71416	NO		47.63	54.06	33.32
BANK1	BANK1	Not DIU	0.62084	NO		55.79	74.14	68.05
BANP	BANP	Not DIU	0.85464	NO		32.51	42.41	48.54
BARD1	BARD1	Not DIU	0.28099	YES	2	37.69	35.38	56.31
BASP1	BASP1	DIU	0.041433	NO		93.32	85.48	122.22
BATF2	BATF2	Not DIU	0.28179	YES	1,2	26.81	24.13	20.68
BAX	BAX	Not DIU	0.63388	NO		22.52	27.32	42.49
BAZ1A	BAZ1A	Not DIU	0.87952	NO		915.31	809.52	640.83
BAZ1B	BAZ1B	Not DIU	0.11056	NO		967.12	1107.25	1035.84
BAZ2A	BAZ2A	Not DIU	0.05895	NO		937.41	1197.28	1456.78
BAZ2B	BAZ2B	Not DIU	0.3294	NO		1416.2	1565.19	1418.67
BBIP1	BBIP1	Not DIU	0.73891	NO		54.5	45.0	26.05
BBOF1	BBOF1	Not DIU	0.59775	YES	2	28.66	36.5	51.11
BBS10	BBS10	Not DIU	0.12943	NO		112.58	79.78	63.7
BBS12	BBS12	Not DIU	0.053571	NO		177.08	213.38	249.2
BBS2	BBS2	Not DIU	0.088748	NO		377.57	482.67	523.24
BBS4	BBS4	DIU	5.7689E-4	NO		540.71	520.06	599.1
BBS5	BBS5	Not DIU	0.39584	NO		56.1	53.89	45.56
BBS7	BBS7	Not DIU	0.39124	YES	1,2	97.01	133.86	140.63
BBS9	BBS9	Not DIU	0.95546	NO		146.6	180.1	157.1
BBX	BBX	DIU	4.5915E-10	YES	1	751.61	933.1	890.9
BCAR1	BCAR1	Not DIU	0.30169	NO		208.02	256.64	393.68
BCAR3	BCAR3	Not DIU	0.054516	NO		183.4	280.98	345.2
BCAS3	BCAS3	Not DIU	0.45233	YES	3	589.46	604.81	501.21
BCAT1	BCAT1	DIU	0.025003	YES	1	267.44	250.01	244.29
BCCIP	BCCIP	Not DIU	0.51216	NO		686.53	608.76	538.98
BCDIN3D	BCDIN3D	Not DIU	0.84546	NO		110.02	102.88	84.2
BCKDHA	BCKDHA	DIU	6.5516E-5	NO		1002.42	543.29	297.76
BCKDHB	BCKDHB	DIU	0.0042526	YES	1,2	487.79	424.31	394.56
BCL2	BCL2	Not DIU	0.3298	NO		263.84	404.43	352.23
BCL2L1	BCL2L1	DIU	0.0055832	YES	1	188.67	226.94	224.2
BCL2L11	BCL2L11	Not DIU	0.12011	NO		160.4	246.87	440.33
BCL2L13	BCL2L13	DIU	3.815E-25	YES	3	2920.4	2897.25	989.94
BCL6	BCL6	Not DIU	0.36928	YES	1,2	904.01	1218.49	1335.24
BCL6B	BCL6B	DIU	0.027257	YES	3	185.32	235.81	309.35
BCL7A	BCL7A	Not DIU	0.16298	NO		75.84	100.88	88.65
BCL7B	BCL7B	Not DIU	0.3179	YES	3	148.11	185.91	222.93
BCL9	BCL9	Not DIU	0.7962	NO		62.6	93.94	72.62
BCL9L	BCL9L	Not DIU	0.63398	NO		381.9	336.15	511.38
BCLAF1	BCLAF1	Not DIU	0.26216	NO		1983.16	1862.48	1973.31
BCO1	BCO1	Not DIU	0.78421	NO		56.92	45.45	53.46
BCOR	BCOR	Not DIU	0.85358	YES	1	103.82	146.68	216.25
BCORL1	BCORL1	Not DIU	0.68492	NO		103.3	96.61	140.46
BDKRB2	BDKRB2	Not DIU	0.37892	YES	3	45.88	52.4	56.55
BECN1	BECN1	DIU	0.0033408	NO		681.07	622.48	605.47
BEND5	BEND5	Not DIU	0.61579	NO		47.09	51.44	58.7
BEND7	BEND7	Not DIU	0.92723	NO		184.2	196.56	203.64
BET1	BET1	DIU	0.007972	NO		171.2	140.12	141.73
BET1L	BET1L	Not DIU	0.88332	NO		652.07	655.34	712.8
BEX5	BEX5	Not DIU	0.30518	NO		102.61	95.4	81.69
BFAR	BFAR	Not DIU	0.13948	YES	3	709.43	728.03	548.35
BHLHB9	BHLHB9	DIU	0.013108	YES	3	257.03	333.62	315.99
BHLHE40	BHLHE40	Not DIU	0.58388	NO		656.39	588.45	1248.35
BHLHE41	BHLHE41	Not DIU	0.81823	NO		131.68	146.11	275.88
BHMT	BHMT	Not DIU	0.59148	NO		47.0	48.38	63.03
BICC1	BICC1	Not DIU	0.46689	NO		905.58	1099.1	893.1
BICD1	BICD1	DIU	0.018353	NO		86.24	103.36	178.53
BICD2	BICD2	DIU	0.018181	NO		670.46	718.84	597.99
BICRAL	BICRAL	Not DIU	0.19736	YES	1,2	177.25	210.9	234.32
BID	BID	Not DIU	0.56762	NO		561.95	530.28	378.56
BIN1	BIN1	DIU	1.9673E-4	YES	2	711.57	670.32	610.29
BIN2	BIN2	Not DIU	0.65037	NO		89.88	93.5	149.52
BIN3	BIN3	Not DIU	0.095407	YES	3	176.69	164.98	184.86
BIRC2	BIRC2	Not DIU	0.17253	NO		1195.81	1041.32	892.27
BIRC6	BIRC6	Not DIU	0.86845	NO		3545.12	3535.94	3997.51
BLCAP	BLCAP	Not DIU	0.56536	NO		998.36	957.7	869.05
BLM	BLM	Not DIU	0.94819	NO		69.63	61.2	96.51
BLMH	BLMH	DIU	1.4587E-8	NO		1494.42	1409.67	712.79
BLOC1S5	BLOC1S5	Not DIU	0.13037	NO		156.12	150.45	136.66
BLOC1S6	BLOC1S6	Not DIU	0.064119	NO		266.54	253.79	243.63
BLVRB	BLVRB	DIU	3.3599E-4	NO		334.5	226.76	155.28
BMF	BMF	Not DIU	0.27151	NO		182.19	222.91	161.15
BMI1	BMI1	DIU	0.0088352	YES	3	525.69	554.15	408.4
BMP2	BMP2	Not DIU	0.83762	NO		50.44	67.3	55.64
BMP2K	BMP2K	Not DIU	0.43355	NO		521.81	491.19	588.42
BMP4	BMP4	Not DIU	0.30943	YES	3	140.68	158.38	154.19
BMP5	BMP5	Not DIU	0.96538	YES	2,3	755.11	408.08	231.81
BMPER	BMPER	Not DIU	0.68707	YES	3	105.16	145.79	103.76
BMPR1A	BMPR1A	DIU	0.044399	NO		1160.23	1095.81	806.41
BMPR2	BMPR2	DIU	0.030228	NO		1908.79	1812.8	1957.37
BMS1	BMS1	DIU	0.0073496	NO		575.13	542.87	582.54
BMX	BMX	Not DIU	0.5424	YES	3	40.66	36.12	32.54
BNC2	BNC2	DIU	0.008793	NO		545.77	676.21	590.7
BNIP1	BNIP1	DIU	1.7932E-5	YES	3	355.14	372.04	395.47
BNIP3	BNIP3	Not DIU	0.069532	NO		2466.85	2365.4	3113.86
BNIP3L	BNIP3L	DIU	7.9081E-6	NO		903.81	1128.59	1412.28
BOC	BOC	Not DIU	0.99032	NO		728.85	869.56	893.24
BORA	BORA	Not DIU	0.75053	NO		85.21	83.45	73.58
BORCS5	BORCS5	Not DIU	0.40854	YES	1	93.54	102.42	104.12
BORCS8	BORCS8	DIU	7.7542E-5	YES	1,2	77.29	51.97	58.08
BPGM	BPGM	DIU	0.022186	NO		133.98	180.06	133.05
BPHL	BPHL	Not DIU	0.70446	NO		311.78	210.61	119.02
BPNT1	BPNT1	Not DIU	0.28525	NO		218.27	226.65	222.05
BPTF	BPTF	Not DIU	0.070857	NO		1340.64	1304.34	1285.47
BRAF	BRAF	Not DIU	0.70773	NO		772.38	816.05	825.58
BRAP	BRAP	Not DIU	0.87128	NO		571.05	519.47	517.95
BRCC3	BRCC3	Not DIU	0.22369	NO		319.55	327.74	351.24
BRD1	BRD1	Not DIU	0.65443	NO		302.91	317.99	419.13
BRD2	BRD2	Not DIU	0.94349	NO		1633.53	1290.4	1403.68
BRD3	BRD3	DIU	0.044622	YES	3	284.4	357.55	336.29
BRD4	BRD4	Not DIU	0.9336	NO		305.74	334.37	386.01
BRD8	BRD8	Not DIU	0.64471	YES	2	806.26	763.7	850.08
BRD9	BRD9	Not DIU	0.12388	NO		696.19	744.86	728.89
BRF2	BRF2	Not DIU	0.21821	YES	3	103.58	101.88	90.06
