#Gene	Gene Description	DIU Result	Q-Value	Major Isoform Switching	Switching Times	1 T1 MeanExpLevel	1 T2 MeanExpLevel	1 T3 MeanExpLevel
PYM1	PYM1	Not DIU	0.17587	NO		64.51	46.76	42.15
PYROXD1	PYROXD1	Not DIU	0.90244	YES	2	233.16	240.15	287.37
PYROXD2	PYROXD2	Not DIU	0.12412	NO		200.66	184.54	187.27
QKI	QKI	DIU	9.3973E-8	NO		3805.41	3119.95	2499.78
QPCT	QPCT	Not DIU	0.23806	NO		127.71	105.77	71.78
QRICH1	QRICH1	Not DIU	0.79784	NO		721.56	709.1	766.71
QRSL1	QRSL1	Not DIU	0.79295	NO		340.39	297.94	266.1
QSOX2	QSOX2	Not DIU	0.8346	NO		190.93	203.46	268.91
QTRT1	QTRT1	Not DIU	0.69112	NO		164.94	146.15	162.16
QTRT2	QTRT2	Not DIU	0.30924	NO		123.95	114.37	126.79
R3HCC1	R3HCC1	Not DIU	0.28525	YES	1	151.17	152.51	178.0
R3HCC1L	R3HCC1L	DIU	1.7966E-4	NO		427.3	377.72	354.23
R3HDM1	R3HDM1	Not DIU	0.11481	YES	1,2,3	355.21	276.16	230.86
R3HDM4	R3HDM4	Not DIU	0.50332	NO		126.55	110.83	101.16
RAB11FIP1	RAB11FIP1	Not DIU	0.80399	NO		161.23	165.11	179.86
RAB11FIP3	RAB11FIP3	Not DIU	0.88501	NO		733.85	756.52	779.4
RAB11FIP5	RAB11FIP5	Not DIU	0.3853	NO		395.01	467.71	673.49
RAB14	RAB14	Not DIU	0.22429	YES	3	1062.58	1009.78	891.39
RAB18	RAB18	DIU	2.4107E-4	YES	1	1486.86	1506.19	1217.86
RAB1A	RAB1A	Not DIU	0.25108	NO		2324.35	2205.82	1794.43
RAB27A	RAB27A	DIU	1.9438E-4	YES	1,2	76.57	103.44	85.11
RAB27B	RAB27B	Not DIU	0.13821	NO		181.53	166.07	187.24
RAB28	RAB28	Not DIU	0.39341	NO		336.94	297.93	241.48
RAB29	RAB29	Not DIU	0.65749	YES	3	100.65	148.93	122.57
RAB2B	RAB2B	Not DIU	0.57844	NO		233.3	289.95	310.06
RAB30	RAB30	Not DIU	0.079529	YES	3	195.71	176.48	108.22
RAB31	RAB31	Not DIU	0.88116	NO		583.87	708.96	942.51
RAB33B	RAB33B	Not DIU	0.83579	NO		239.7	202.2	192.27
RAB34	RAB34	DIU	0.012286	NO		159.17	153.15	131.24
RAB3D	RAB3D	Not DIU	0.34059	NO		102.98	124.65	228.48
RAB3GAP1	RAB3GAP1	DIU	0.049771	YES	1,2	991.62	1014.42	963.93
RAB3GAP2	RAB3GAP2	DIU	0.0011425	YES	3	1304.73	1221.27	1118.54
RAB3IL1	RAB3IL1	Not DIU	0.43747	NO		318.54	336.66	361.64
RAB3IP	RAB3IP	Not DIU	0.1904	NO		284.29	318.22	207.39
RAB40C	RAB40C	Not DIU	0.51279	NO		114.56	119.84	147.95
RAB4A	RAB4A	Not DIU	0.7406	NO		511.77	577.35	572.13
RAB4B	RAB4B	Not DIU	0.51373	NO		129.73	129.19	136.36
RAB5A	RAB5A	Not DIU	0.85687	YES	1	847.22	822.6	713.81
RAB6A	RAB6A	Not DIU	0.37605	YES	1	759.32	866.06	925.62
RAB9A	RAB9A	Not DIU	0.61271	NO		424.01	512.76	426.61
RABEPK	RABEPK	DIU	5.5248E-4	YES	3	283.08	299.47	322.93
RABGAP1	RABGAP1	Not DIU	0.98574	NO		1470.46	1527.68	1328.44
RABGAP1L	RABGAP1L	Not DIU	0.52552	NO		1028.71	1358.05	1068.08
RABGEF1	RABGEF1	Not DIU	0.087899	YES	1	431.78	477.93	569.6
RABGGTA	RABGGTA	DIU	8.194E-8	NO		103.97	87.33	92.7
RABGGTB	RABGGTB	Not DIU	0.053454	NO		990.87	784.45	574.59
RABL3	RABL3	Not DIU	0.40817	NO		184.06	162.52	154.25
RAC3_LRRC45	RAC3_LRRC45	Not DIU	0.18991	NO		244.99	226.84	244.7
RAD1	RAD1	Not DIU	0.85405	NO		126.41	113.88	139.39
RAD17	RAD17	Not DIU	0.97708	NO		239.88	239.68	275.98
RAD18	RAD18	Not DIU	0.42649	NO		52.87	55.39	82.33
RAD21	RAD21	Not DIU	0.098857	NO		1834.79	1819.91	1609.72
RAD21L1	RAD21L1	Not DIU	0.17637	YES	1,2	32.08	44.96	65.88
RAD23A	RAD23A	Not DIU	0.9137	NO		793.33	759.28	575.13
RAD23B	RAD23B	Not DIU	0.63331	NO		1394.58	1345.11	1399.01
RAD51B	RAD51B	Not DIU	0.15571	YES	3	88.63	90.39	77.3
RAD51C	RAD51C	Not DIU	0.16295	NO		105.4	96.79	83.69
RAD51D	RAD51D	DIU	0.0062077	NO		67.09	76.65	90.01
RAD52	RAD52	DIU	1.1647E-6	YES	3	218.03	175.94	118.34
RAD54L2	RAD54L2	Not DIU	0.64808	NO		521.23	589.05	772.26
RAD9A	RAD9A	Not DIU	0.44563	YES	3	62.5	33.83	47.76
RAD9B	RAD9B	Not DIU	0.65814	YES	3	22.36	28.72	23.11
RAF1	RAF1	Not DIU	0.39221	NO		1415.88	1424.74	1411.23
RAI14	RAI14	Not DIU	0.2782	YES	2	194.78	222.69	321.52
RALB	RALB	Not DIU	0.54082	YES	1	1168.96	1237.72	1149.38
RALGAPA1	RALGAPA1	DIU	7.032E-5	NO		1249.93	1410.47	1166.05
RALGAPB	RALGAPB	Not DIU	0.94551	NO		1858.63	1934.63	1717.47
RALGDS	RALGDS	DIU	0.034454	NO		211.67	249.55	306.24
RALGPS1	RALGPS1	Not DIU	0.91998	NO		162.66	210.01	198.64
RALGPS2	RALGPS2	Not DIU	0.19746	NO		435.14	492.82	391.94
RAMAC	RAMAC	Not DIU	0.65891	NO		155.17	152.06	169.26
RANBP1	RANBP1	Not DIU	0.081275	NO		285.72	277.79	289.74
RANBP17	RANBP17	DIU	0.013846	NO		366.18	393.46	425.01
RANBP3	RANBP3	DIU	2.8381E-5	NO		570.76	626.6	533.15
RANBP3L	RANBP3L	Not DIU	0.43907	NO		64.98	60.81	107.69
RANBP6	RANBP6	Not DIU	0.13295	NO		416.61	370.42	332.41
RANBP9	RANBP9	Not DIU	0.98252	NO		522.72	584.46	755.4
RAP1A	RAP1A	Not DIU	0.80245	NO		554.85	640.12	587.98
RAP1B	RAP1B	Not DIU	0.88732	NO		1498.6	1385.19	1264.9
RAP1GAP	RAP1GAP	DIU	1.2333E-5	YES	1	17.9	20.03	41.32
RAP1GAP2	RAP1GAP2	Not DIU	0.51379	YES	3	24.64	37.73	32.49
RAP1GDS1	RAP1GDS1	DIU	0.013817	YES	1	133.39	125.17	172.03
RAP2C	RAP2C	Not DIU	0.46323	NO		205.51	216.79	296.82
RAPGEF1	RAPGEF1	Not DIU	0.57438	NO		621.92	778.63	942.21
RAPGEF2	RAPGEF2	DIU	0.0020283	NO		1672.82	1707.31	1963.75
RAPGEF3	RAPGEF3	Not DIU	0.43065	NO		269.0	410.17	433.68
RAPGEF4	RAPGEF4	Not DIU	0.52978	NO		81.72	91.06	79.33
RAPGEF5	RAPGEF5	Not DIU	0.063529	NO		398.65	425.56	514.92
RAPGEF6	RAPGEF6	Not DIU	0.32585	NO		738.39	677.87	827.57
RARA	RARA	Not DIU	0.24038	NO		266.11	264.8	354.09
RARG	RARG	Not DIU	0.49031	YES	3	73.37	79.91	84.63
RARRES2	RARRES2	Not DIU	0.28238	NO		399.42	343.72	196.07
RARRES3	RARRES3	Not DIU	0.83219	NO		87.99	99.45	87.69
RARS	RARS	DIU	2.804E-9	NO		777.09	728.25	741.59
RARS2	RARS2	DIU	3.6359E-5	YES	3	247.63	245.34	274.64
RASA1	RASA1	Not DIU	0.98212	NO		748.31	755.07	627.29
RASA2	RASA2	Not DIU	0.57368	NO		680.62	851.31	849.89
RASA3	RASA3	Not DIU	0.15796	NO		378.87	481.21	661.84
RASA4B	RASA4B	DIU	2.3327E-6	YES	1	186.62	200.03	275.89
RASAL1	RASAL1	Not DIU	0.6832	NO		4.62	14.3	33.28
RASAL2	RASAL2	Not DIU	0.054836	NO		430.52	476.18	510.69
RASGEF1B	RASGEF1B	Not DIU	0.98175	NO		471.82	469.14	257.59
RASGRP2	RASGRP2	DIU	0.033095	YES	1	190.17	164.86	61.05
RASGRP3	RASGRP3	Not DIU	0.89002	YES	1	335.51	324.73	320.27
RASIP1	RASIP1	Not DIU	0.77309	NO		174.43	211.02	187.84
RASSF1	RASSF1	Not DIU	0.80024	NO		108.27	147.13	194.86
RASSF2	RASSF2	Not DIU	0.46748	NO		273.25	290.64	176.36
RASSF3	RASSF3	Not DIU	0.49612	NO		722.38	1090.64	933.42
RASSF4	RASSF4	DIU	4.7605E-5	YES	1,2	291.07	246.76	179.03
RASSF5	RASSF5	Not DIU	0.52448	NO		109.08	92.74	94.34
RASSF6	RASSF6	Not DIU	0.72325	NO		65.94	71.68	132.1
RASSF8	RASSF8	Not DIU	0.93264	NO		473.1	450.3	474.04
RAVER1	RAVER1	Not DIU	0.12544	NO		113.88	91.15	134.4
RB1CC1	RB1CC1	Not DIU	0.84222	NO		2599.78	2748.62	2935.68
RBBP4	RBBP4	Not DIU	0.094195	NO		1614.2	1539.97	1390.65
RBBP5	RBBP5	DIU	0.04692	NO		372.84	364.41	369.47
RBBP6	RBBP6	Not DIU	0.68446	NO		969.09	1020.34	1300.72
RBBP8	RBBP8	Not DIU	0.93985	NO		120.86	114.72	97.83
RBBP9	RBBP9	DIU	0.014492	NO		285.92	231.61	153.29
RBFA	RBFA	DIU	2.6134E-5	YES	3	170.09	161.08	159.76
RBFOX2	RBFOX2	Not DIU	0.09018	YES	3	1794.13	1979.89	2343.71
RBKS	RBKS	Not DIU	0.087398	NO		337.5	261.17	201.57
RBL1	RBL1	Not DIU	0.069366	YES	2,3	279.69	405.54	412.46
RBL2	RBL2	Not DIU	0.19637	YES	3	856.67	985.77	800.5
RBM10	RBM10	DIU	5.1883E-4	YES	1,3	272.41	291.39	260.22
RBM11	RBM11	Not DIU	0.93375	NO		61.68	66.64	81.44
RBM12B	RBM12B	Not DIU	0.070789	NO		618.27	670.57	576.61
RBM14	RBM14	Not DIU	0.63063	YES	3	406.72	419.1	414.24
RBM17	RBM17	Not DIU	0.65931	NO		566.83	592.12	643.94
RBM18	RBM18	Not DIU	0.97687	NO		742.51	862.77	1102.74
RBM19	RBM19	DIU	0.022853	NO		209.62	194.03	254.78
RBM22	RBM22	DIU	0.025403	NO		623.17	745.58	860.79
RBM23	RBM23	DIU	3.3671E-6	YES	1	255.44	177.53	184.58
RBM25	RBM25	Not DIU	0.86802	YES	2,3	1060.71	1163.56	1522.19
RBM26	RBM26	DIU	3.5187E-4	NO		587.19	567.0	732.62
RBM27	RBM27	Not DIU	0.58905	NO		593.75	644.4	654.87
RBM33	RBM33	Not DIU	0.085646	NO		821.17	868.61	858.47
RBM34	RBM34	Not DIU	0.096781	NO		377.1	423.82	456.27
RBM39	RBM39	DIU	4.5779E-16	NO		2947.69	2926.76	2874.36
RBM41	RBM41	Not DIU	0.66189	NO		178.19	187.89	143.59
RBM42	RBM42	Not DIU	0.65969	NO		339.3	377.11	470.08
RBM43	RBM43	Not DIU	0.26873	YES	1	230.1	276.97	347.3
RBM45	RBM45	DIU	3.5201E-4	YES	1,3	340.72	326.88	329.4
RBM45_LOC113250720	RBM45_LOC113250720	Not DIU	0.57753	YES	1	30.17	27.98	52.93
RBM47	RBM47	Not DIU	0.83579	NO		80.81	51.02	45.98
RBM48	RBM48	Not DIU	0.08643	YES	3	121.49	104.09	99.18
RBM5	RBM5	Not DIU	0.78438	YES	3	1835.66	1934.27	1728.8
RBM6	RBM6	DIU	0.020838	NO		1104.11	1035.83	1047.13
RBM8A	RBM8A	Not DIU	0.11404	NO		570.51	550.36	538.72
RBMS1	RBMS1	DIU	1.9753E-8	NO		1062.29	1384.34	1607.25
RBMS2	RBMS2	Not DIU	0.053284	NO		271.26	340.69	325.36
RBMS3	RBMS3	DIU	0.0041078	YES	3	1145.57	1326.77	1527.2
RBMX	RBMX	DIU	0.0094781	NO		1419.12	1323.18	1009.7
RBMX2	RBMX2	Not DIU	0.68665	NO		464.08	572.28	497.05
RBPJ	RBPJ	DIU	4.2324E-4	YES	3	1753.53	1848.35	1530.73
RBPMS	RBPMS	Not DIU	0.8258	NO		328.11	452.5	492.63
RBPMS2	RBPMS2	Not DIU	0.38924	NO		44.64	37.45	40.16
RC3H1	RC3H1	DIU	5.4037E-4	YES	1,2	857.48	1011.35	928.41
RC3H2	RC3H2	Not DIU	0.87938	NO		898.9	1074.43	897.86
RCAN1	RCAN1	Not DIU	0.65814	NO		135.67	144.4	160.74
RCAN2	RCAN2	Not DIU	0.67624	NO		47.21	32.67	24.65
RCBTB1	RCBTB1	Not DIU	0.52051	YES	3	320.58	320.59	306.12
RCBTB2	RCBTB2	DIU	0.02126	NO		266.33	190.8	168.3
RCC1	RCC1	Not DIU	0.64743	NO		120.57	95.75	47.62
RCC1L	RCC1L	Not DIU	0.88746	NO		327.02	305.1	321.07
RCC2	RCC2	Not DIU	0.39782	NO		256.13	249.83	274.16
RCCD1	RCCD1	Not DIU	0.097554	NO		79.83	58.44	59.49
RCE1	RCE1	Not DIU	0.054598	YES	3	104.78	94.46	119.93
RCHY1	RCHY1	DIU	0.04668	YES	1,3	122.43	125.55	121.56
RCL1	RCL1	DIU	1.4402E-6	YES	1,3	455.25	484.98	419.33
RCN1	RCN1	Not DIU	0.38246	NO		3694.68	3121.88	4049.45
RCN2	RCN2	Not DIU	0.69922	NO		279.99	240.78	272.65
RCN3	RCN3	Not DIU	0.87119	NO		534.6	317.91	294.09
RCOR3	RCOR3	Not DIU	0.19093	NO		396.31	453.63	539.07
RCSD1	RCSD1	Not DIU	0.91249	YES	1	176.86	198.08	182.13
RDH10	RDH10	Not DIU	0.49612	YES	3	125.45	117.55	143.46
RDH16	RDH16	Not DIU	0.81101	NO		946.32	332.31	63.26
RDX	RDX	DIU	0.01192	NO		3258.87	3773.5	2956.66
RECK	RECK	Not DIU	0.88743	NO		350.02	292.48	221.68
RECQL	RECQL	Not DIU	0.24272	NO		298.0	296.22	293.36
RECQL5	RECQL5	Not DIU	0.28997	NO		158.38	128.72	95.31
REEP5	REEP5	Not DIU	0.98337	NO		4072.5	3383.69	3422.28
REEP6	REEP6	Not DIU	0.72906	NO		462.16	141.51	30.86
REL	REL	Not DIU	0.46258	NO		107.26	104.59	117.33
RELCH	RELCH	Not DIU	0.20148	NO		659.63	548.76	599.96
RELL1	RELL1	DIU	0.0072429	YES	3	454.2	571.02	446.95
REM1	REM1	Not DIU	0.83328	YES	2	94.74	111.05	152.9
RENBP	RENBP	Not DIU	0.56133	NO		612.91	753.99	510.03
REPIN1	REPIN1	Not DIU	0.35266	NO		211.04	206.17	212.96
REPS1	REPS1	Not DIU	0.74233	NO		432.22	515.78	471.75
RER1	RER1	Not DIU	0.45451	NO		854.44	728.33	638.84
RETREG1	RETREG1	Not DIU	0.72971	NO		191.65	213.55	215.78
RETREG3	RETREG3	DIU	0.034601	NO		532.82	496.11	444.54
REV1	REV1	Not DIU	0.80245	YES	3	670.74	613.69	649.81
REV3L	REV3L	Not DIU	0.29832	NO		2347.61	2881.8	3166.85
REXO1	REXO1	DIU	0.0057771	NO		177.81	183.59	296.06
REXO4	REXO4	DIU	0.036801	YES	1	104.32	92.24	127.09
RFC1	RFC1	DIU	0.049648	YES	1	1406.56	1663.44	1758.61
RFC2	RFC2	Not DIU	0.81442	NO		98.61	112.35	114.26
RFC4	RFC4	Not DIU	0.47532	NO		59.9	56.7	69.36
RFC5	RFC5	DIU	7.9392E-8	NO		224.04	170.67	189.88
RFFL	RFFL	Not DIU	0.4092	NO		536.7	524.55	355.45
RFK	RFK	DIU	0.013856	YES	3	218.11	234.5	234.78
RFT1	RFT1	DIU	0.0011858	YES	3	187.61	133.88	119.14
RFTN2	RFTN2	Not DIU	0.86475	NO		387.66	383.3	230.69
RFWD3	RFWD3	Not DIU	0.49706	NO		390.98	405.0	453.61
RFX2	RFX2	Not DIU	0.095407	YES	3	335.79	429.26	297.94
RFX3	RFX3	DIU	0.033754	NO		80.61	89.12	86.75
RFX5	RFX5	Not DIU	0.31341	NO		130.67	158.41	160.45
RFXANK	RFXANK	Not DIU	0.33512	YES	1	46.36	38.57	14.08
RGL1	RGL1	Not DIU	0.80024	NO		849.6	1057.73	1033.61
RGL2	RGL2	DIU	3.5712E-7	NO		222.12	197.93	216.89
RGN	RGN	DIU	0.0012505	NO		155.34	116.55	53.87
RGP1	RGP1	DIU	6.0923E-7	NO		139.34	141.62	124.54
RGS10	RGS10	Not DIU	0.37024	YES	1,2	51.1	41.84	51.88
RGS12	RGS12	Not DIU	0.48118	NO		112.1	128.24	122.24
RGS14	RGS14	Not DIU	0.46163	YES	2	73.2	74.51	75.77
RGS17	RGS17	Not DIU	0.84872	NO		40.36	73.8	54.89
RGS18	RGS18	Not DIU	0.35334	YES	3	34.41	24.66	16.65
RGS19	RGS19	Not DIU	0.099275	NO		64.96	70.86	97.52
RGS3	RGS3	Not DIU	0.057666	YES	3	224.46	221.03	244.19
RGS6	RGS6	Not DIU	0.084573	NO		92.06	108.34	107.64
RGSL1	RGSL1	Not DIU	0.11329	NO		86.92	165.71	198.38
RHBDD1	RHBDD1	Not DIU	0.73766	YES	1,2	199.54	219.76	229.55
RHBDD2	RHBDD2	Not DIU	0.63587	YES	2	132.02	150.29	129.52
RHBDD3	RHBDD3	Not DIU	0.37329	NO		137.66	75.58	70.63
RHBDF1	RHBDF1	Not DIU	0.95546	NO		547.73	623.45	828.91
RHBDF2	RHBDF2	Not DIU	0.95441	NO		28.86	39.38	60.26
RHBDL1	RHBDL1	Not DIU	0.11528	YES	3	103.19	97.43	44.5
RHEB	RHEB	DIU	4.892E-6	NO		1422.55	1591.38	1468.58
RHOBTB1	RHOBTB1	Not DIU	0.077307	YES	1,2	593.99	637.48	538.14
RHOBTB2	RHOBTB2	Not DIU	0.44127	NO		143.59	165.32	178.92
RHOBTB3	RHOBTB3	Not DIU	0.65931	NO		394.6	439.25	497.37
RHOF	RHOF	Not DIU	0.86884	NO		251.62	178.69	175.54
RHOT1	RHOT1	Not DIU	0.42817	NO		388.09	394.5	380.63
RHOT2	RHOT2	DIU	0.013876	NO		323.26	265.63	222.83
RHOU	RHOU	Not DIU	0.14338	NO		322.67	312.42	315.15
RIBC1	RIBC1	Not DIU	0.8376	NO		55.42	85.27	61.02
RIC1	RIC1	Not DIU	0.36487	NO		784.16	771.78	775.79
RIC3	RIC3	Not DIU	0.85068	NO		210.51	241.3	170.96
RIC8B	RIC8B	Not DIU	0.35562	NO		161.01	179.72	180.73
RICTOR	RICTOR	Not DIU	0.41269	NO		1237.05	1207.28	1241.25
RIDA	RIDA	Not DIU	0.1895	YES	2,3	409.87	365.03	312.8
RIF1	RIF1	Not DIU	0.33539	YES	3	944.57	1181.77	1335.44
RIIAD1	RIIAD1	Not DIU	0.59245	YES	2	38.09	37.32	40.56
RILP	RILP	Not DIU	0.070667	NO		78.15	92.69	95.37
RIMKLB	RIMKLB	Not DIU	0.9655	NO		487.78	483.28	307.9
RIMKLB_LOC113257924	RIMKLB_LOC113257924	DIU	0.024174	YES	1,2	1010.45	958.45	916.47
RIMS1	RIMS1	Not DIU	0.32761	YES	2	196.98	153.54	103.51
RIN2	RIN2	Not DIU	0.10194	NO		656.47	809.5	738.46
RIN3	RIN3	Not DIU	0.19487	YES	3	106.4	96.05	161.0
RING1	RING1	Not DIU	0.076323	NO		307.64	271.43	331.57
RINT1	RINT1	Not DIU	0.39039	YES	1	694.92	641.72	562.24
RIOK1	RIOK1	Not DIU	0.16346	NO		353.49	383.13	433.34
RIOK2	RIOK2	DIU	0.004324	YES	1	411.12	447.6	512.04
RIOK3	RIOK3	Not DIU	0.23304	NO		883.78	949.59	859.73
RIOX1	RIOX1	Not DIU	0.61417	NO		95.55	92.5	67.44
RIOX2	RIOX2	Not DIU	0.1904	NO		227.71	207.16	183.9
RIPK2	RIPK2	Not DIU	0.54647	NO		124.03	140.81	153.96
RIPOR1	RIPOR1	Not DIU	0.61116	NO		192.51	227.97	330.98
RIPOR2	RIPOR2	Not DIU	0.32545	NO		129.2	172.78	280.91
RIPOR3	RIPOR3	Not DIU	0.50332	NO		203.97	251.99	208.18
RIT1	RIT1	Not DIU	0.44267	NO		701.89	711.9	852.0
RITA1	RITA1	DIU	0.049911	NO		95.65	110.26	97.73
RMC1	RMC1	Not DIU	0.15912	NO		304.11	313.36	328.56
RMDN1	RMDN1	DIU	0.024317	NO		476.6	527.89	553.54
RMDN2	RMDN2	DIU	6.2383E-4	NO		327.39	275.93	281.79
RMDN3	RMDN3	Not DIU	0.24493	NO		196.56	213.52	212.01
RMI1	RMI1	Not DIU	0.094707	NO		89.99	76.34	86.45
RMND1	RMND1	DIU	0.0010417	NO		245.62	189.23	203.69
RMND5B	RMND5B	Not DIU	0.56492	YES	1	229.19	192.42	210.49
RNASEH1	RNASEH1	DIU	4.9949E-4	NO		205.51	209.85	249.47
RND2	RND2	Not DIU	0.89857	NO		70.31	71.61	81.37
RNF10	RNF10	DIU	2.8168E-5	NO		1757.45	1538.31	1214.46
RNF111	RNF111	Not DIU	0.2752	NO		419.12	395.4	479.44
RNF114	RNF114	Not DIU	0.5606	NO		958.63	1058.68	883.53
RNF115	RNF115	Not DIU	0.81054	NO		1212.26	1016.81	825.65
RNF121	RNF121	Not DIU	0.055375	NO		164.74	172.74	145.48
RNF123	RNF123	DIU	6.0584E-11	YES	3	155.44	156.57	169.85
RNF125	RNF125	DIU	1.1304E-4	YES	1	668.76	587.16	671.06
RNF13	RNF13	Not DIU	0.43485	YES	1	962.02	874.57	702.69
RNF138	RNF138	Not DIU	0.2855	NO		233.39	267.39	269.96
RNF14	RNF14	DIU	0.026486	YES	3	771.48	632.25	551.31
RNF141	RNF141	DIU	0.021099	YES	3	763.59	877.16	659.39
RNF144B	RNF144B	Not DIU	0.054741	NO		79.72	92.86	136.29
RNF145	RNF145	DIU	6.7207E-5	NO		719.51	818.22	975.01
RNF146	RNF146	DIU	0.0056895	NO		492.02	594.79	553.24
RNF149	RNF149	Not DIU	0.094007	NO		118.0	146.19	186.74
RNF152	RNF152	Not DIU	0.19819	YES	2	181.93	252.12	282.72
RNF157	RNF157	Not DIU	0.67564	NO		40.71	55.04	69.95
RNF167	RNF167	Not DIU	0.50915	YES	1	403.85	389.35	429.93
RNF168	RNF168	Not DIU	0.63727	NO		431.38	422.18	437.09
RNF170	RNF170	DIU	6.103E-4	YES	3	413.85	457.27	348.61
RNF185	RNF185	DIU	0.031716	NO		370.22	319.72	350.08
RNF19A	RNF19A	Not DIU	0.22532	YES	3	1621.37	1987.62	1814.91
RNF2	RNF2	DIU	0.0031568	YES	3	200.34	213.52	219.18
RNF20	RNF20	DIU	0.007472	NO		964.87	1060.08	1110.76
RNF213	RNF213	Not DIU	0.20089	NO		1076.28	1276.77	1395.29
RNF215	RNF215	DIU	0.016282	NO		81.2	93.82	92.64
RNF216	RNF216	DIU	5.5738E-6	NO		840.63	810.94	1101.56
RNF219	RNF219	Not DIU	0.38616	YES	3	223.14	185.56	174.17
RNF220	RNF220	Not DIU	0.86724	NO		293.78	321.13	358.84
RNF25	RNF25	Not DIU	0.92048	NO		104.44	82.22	67.19
RNF31	RNF31	Not DIU	0.25455	NO		304.08	303.93	346.65
RNF34	RNF34	Not DIU	0.36976	NO		198.63	173.57	145.87
RNF38	RNF38	DIU	0.029012	YES	2	766.62	857.3	1062.99
RNF40	RNF40	DIU	0.001171	NO		536.05	481.3	483.94
RNF41	RNF41	DIU	0.046315	NO		478.15	681.45	626.85
RNF44	RNF44	Not DIU	0.68875	YES	2,3	113.96	106.09	99.22
RNF5	RNF5	DIU	0.044908	NO		308.01	266.67	199.19
RNF6	RNF6	DIU	0.02842	NO		516.87	572.91	530.04
RNF8	RNF8	Not DIU	0.38191	NO		204.23	282.83	283.56
RNFT1	RNFT1	Not DIU	0.70986	NO		295.68	294.33	313.38
RNGTT	RNGTT	DIU	7.824E-4	NO		484.3	474.58	545.62
RNLS	RNLS	Not DIU	0.07681	NO		257.89	195.28	157.96
RNMT	RNMT	DIU	0.022362	YES	2	470.74	484.77	548.18
RNPC3	RNPC3	Not DIU	0.77173	NO		153.22	188.71	291.48
RNPEPL1	RNPEPL1	DIU	0.031428	NO		481.12	432.59	399.12
RNPS1	RNPS1	DIU	0.033406	YES	2,3	529.6	509.15	457.16
ROBO1	ROBO1	Not DIU	0.97909	NO		1441.43	1280.17	825.16
ROBO4	ROBO4	DIU	0.0013564	NO		278.75	333.83	356.5
ROCK1	ROCK1	Not DIU	0.16537	YES	2	1397.41	1628.12	1431.47
RORC	RORC	Not DIU	0.1899	NO		44.32	26.93	28.51
RP2	RP2	Not DIU	0.80883	NO		378.05	331.95	228.35
RPA1	RPA1	DIU	0.010248	NO		694.24	736.04	976.28
RPAP1	RPAP1	DIU	0.0069232	YES	2	242.02	233.96	281.41
RPAP2	RPAP2	Not DIU	0.83219	NO		517.56	564.06	667.12
RPAP3	RPAP3	DIU	0.0017049	NO		96.47	91.72	133.43
RPE	RPE	Not DIU	0.96437	NO		872.1	837.95	822.54
RPF1	RPF1	Not DIU	0.098857	NO		643.17	637.16	709.4
RPF2	RPF2	Not DIU	0.99327	NO		146.14	117.64	121.9
RPGR	RPGR	Not DIU	0.1828	YES	3	180.92	213.65	234.72
RPGRIP1L	RPGRIP1L	DIU	0.0057746	YES	2	164.11	161.7	222.49
RPH3AL	RPH3AL	DIU	3.2972E-6	YES	1	38.59	34.15	17.7
RPIA	RPIA	Not DIU	0.10175	NO		207.91	222.09	255.36
RPL17	RPL17	Not DIU	0.88143	NO		8482.95	8696.95	6021.88
RPL22	RPL22	Not DIU	0.78111	NO		1499.46	1779.81	1829.09
RPL22L1	RPL22L1	DIU	2.6067E-9	NO		947.96	638.69	252.62
RPL30	RPL30	Not DIU	0.69196	NO		5864.34	6739.47	7758.25
RPL31	RPL31	Not DIU	0.9686	NO		4963.51	5358.89	4993.72
RPL34	RPL34	Not DIU	0.86597	NO		3997.31	4214.19	3714.37
RPL38	RPL38	DIU	3.4213E-4	NO		2380.33	2685.89	3016.36
RPL5	RPL5	Not DIU	0.10208	YES	1,2	14450.24	14041.56	11681.37
RPL6	RPL6	Not DIU	0.99796	NO		10010.23	9488.34	7059.38
RPL7L1	RPL7L1	DIU	0.0012794	YES	3	653.17	517.05	431.45
RPN2	RPN2	DIU	6.7964E-8	NO		2379.61	1631.73	905.78
RPP21	RPP21	DIU	0.012315	NO		20.91	25.73	33.32
RPP30	RPP30	Not DIU	0.052868	NO		145.99	118.86	132.26
RPP38	RPP38	Not DIU	0.15994	NO		125.64	129.42	86.38
RPRD1A	RPRD1A	DIU	1.8146E-11	NO		540.55	585.79	521.65
RPRD1B	RPRD1B	Not DIU	0.19727	NO		278.69	236.27	252.25
RPRD2	RPRD2	Not DIU	0.89078	YES	3	539.21	476.41	512.13
RPS16	RPS16	Not DIU	0.60092	NO		2711.8	2920.48	2827.05
RPS2	RPS2	Not DIU	0.77267	NO		12817.35	11480.66	10128.78
RPS24	RPS24	DIU	4.5672E-17	YES	3	8274.55	8108.7	6382.81
RPS6KA1	RPS6KA1	DIU	0.0036717	YES	3	57.26	35.61	43.14
RPS6KA2	RPS6KA2	Not DIU	0.11421	NO		164.94	182.85	198.89
RPS6KA3	RPS6KA3	DIU	0.037358	NO		679.14	748.25	751.45
RPS6KA5	RPS6KA5	Not DIU	0.47359	NO		216.46	285.1	249.63
RPS6KB1	RPS6KB1	Not DIU	0.72355	YES	1	888.69	909.21	683.53
